Dates	Open Interest (All)	Noncommercial Positions-Long (All)	Noncommercial Positions-Short (All)	Noncommercial Positions-Spreading (All)	Commercial Positions-Long (All)	Commercial Positions-Short (All)	 Total Reportable Positions-Long (All)	Total Reportable Positions-Short (All)	Nonreportable Positions-Long (All)	Nonreportable Positions-Short (All)			NCMNET	COMNET	TOTNET	NONNET
26-06-07	604067	44980	82570	7459	435009	419939	487448	509968	116619	94099			-37590	15070	-22520	22520
03-07-07	596688	43762	82425	7332	433615	416411	484709	506168	111979	90520			-38663	17204	-21459	21459
10-07-07	598046	42262	87010	7204	431077	418049	480543	512263	117503	85783			-44748	13028	-31720	31720
17-07-07	606858	44738	88827	7667	439051	420244	491456	516738	115402	90120			-44089	18807	-25282	25282
24-07-07	606064	42705	88341	7482	436279	423457	486466	519280	119598	86784			-45636	12822	-32814	32814
31-07-07	604309	46551	91583	8094	441474	419174	496119	518851	108190	85458			-45032	22300	-22732	22732
07-08-07	623308	50384	87455	10161	438462	428887	499007	526503	124301	96805			-37071	9575	-27496	27496
14-08-07	635924	46244	94960	7323	450358	429545	503925	531828	131999	104096			-48716	20813	-27903	27903
21-08-07	649012	52472	97415	6810	467977	449323	527259	553548	121753	95464			-44943	18654	-26289	26289
28-08-07	675892	53115	97669	10011	489584	465574	552710	573254	123182	102638			-44554	24010	-20544	20544
04-09-07	666464	54607	100867	11672	476999	465019	543278	577558	123186	88906			-46260	11980	-34280	34280
11-09-07	703506	58883	104626	18870	475433	468632	553186	592128	150320	111378			-45743	6801	-38942	38942
18-09-07	774772	57067	104905	20989	491717	490930	569773	616824	204999	157948			-47838	787	-47051	47051
25-09-07	577603	48347	90846	5485	413082	344861	466914	441192	110689	136411			-42499	68221	25722	-25722
02-10-07	586509	53854	88882	4515	417387	351118	475756	444515	110753	141994			-35028	66269	31241	-31241
09-10-07	587856	52620	89624	4093	415707	353341	472420	447058	115436	140798			-37004	62366	25362	-25362
16-10-07	590512	50417	85722	6176	418251	365109	474844	457007	115668	133505			-35305	53142	17837	-17837
23-10-07	602672	51086	88338	5156	428169	376651	484411	470145	118261	132527			-37252	51518	14266	-14266
30-10-07	613357	55089	86538	7632	429778	378084	492499	472254	120858	141103			-31449	51694	20245	-20245
06-11-07	616031	55319	82916	9640	427720	381322	492679	473878	123352	142153			-27597	46398	18801	-18801
13-11-07	618758	56580	83385	9789	429952	384813	496321	477987	122437	140771			-26805	45139	18334	-18334
20-11-07	621600	54605	71464	10140	433302	400046	498047	481650	123553	139950			-16859	33256	16397	-16397
27-11-07	629753	55407	72853	12204	433846	404126	501457	489183	128296	140570			-17446	29720	12274	-12274
04-12-07	657039	59229	86832	13637	452440	406263	525306	506732	131733	150307			-27603	46177	18574	-18574
11-12-07	683683	59852	86309	18984	463570	416251	542406	521544	141277	162139			-26457	47319	20862	-20862
18-12-07	701409	52017	70465	24436	467947	456252	544400	551153	157009	150256			-18448	11695	-6753	6753
24-12-07	526318	48021	56415	5008	357482	364704	410511	426127	115807	100191			-8394	-7222	-15616	15616
31-12-07	522995	48476	61772	5339	356903	369983	410718	437094	112277	85901			-13296	-13080	-26376	26376
08-01-08	544792	53500	65630	5969	370844	375771	430313	447370	114479	97422			-12130	-4927	-17057	17057
15-01-08	558997	61091	68873	4977	383541	383188	449609	457038	109388	101959			-7782	353	-7429	7429
22-01-08	589946	70475	78676	6277	398632	397070	475384	482023	114562	107923			-8201	1562	-6639	6639
29-01-08	588785	67992	82481	6554	402773	399663	477319	488698	111466	100087			-14489	3110	-11379	11379
05-02-08	596738	74915	86593	7181	403335	391318	485431	485092	111307	111646			-11678	12017	339	-339
12-02-08	605475	79901	90542	7845	399046	387327	486792	485714	118683	119761			-10641	11719	1078	-1078
19-02-08	603458	82026	86034	8281	397581	388140	487888	482455	115570	121003			-4008	9441	5433	-5433
26-02-08	607356	79171	87637	9975	399228	391187	488374	488799	118982	118557			-8466	8041	-425	425
04-03-08	596261	80639	82281	9496	383326	393632	473461	485409	122800	110852			-1642	-10306	-11948	11948
11-03-08	603576	68086	87148	14247	390957	398740	473290	500135	130286	103441			-19062	-7783	-26845	26845
18-03-08	725127	71730	87990	32682	444392	460849	548804	581521	176323	143606			-16260	-16457	-32717	32717
25-03-08	547659	62418	77202	9422	363955	351343	435795	437967	111864	109692			-14784	12612	-2172	2172
01-04-08	563181	62178	73805	9303	376231	365549	447712	448657	115469	114524			-11627	10682	-945	945
08-04-08	559308	60911	76179	8740	376151	368233	445802	453152	113506	106156			-15268	7918	-7350	7350
15-04-08	558437	61921	80439	9805	374637	364678	446363	454922	112074	103515			-18518	9959	-8559	8559
22-04-08	558976	61657	77993	8589	375518	363213	445764	449795	113212	109181			-16336	12305	-4031	4031
29-04-08	561406	62259	74447	9519	376699	366216	448477	450182	112929	111224			-12188	10483	-1705	1705
06-05-08	559532	62728	77816	7527	372478	365049	442733	450392	116799	109140			-15088	7429	-7659	7659
13-05-08	556784	62528	83474	8189	372623	366150	443340	457813	113444	98971			-20946	6473	-14473	14473
20-05-08	565457	66741	86674	9402	371939	363235	448082	459311	117375	106146			-19933	8704	-11229	11229
27-05-08	561322	65058	89094	10072	370923	356986	446053	456152	115269	105170			-24036	13937	-10099	10099
03-06-08	559063	62870	94619	9899	369098	353760	441867	458278	117196	100785			-31749	15338	-16411	16411
10-06-08	572324	64847	107011	7799	386133	355483	458779	470293	113545	102031			-42164	30650	-11514	11514
17-06-08	654407	64068	103313	8622	442475	410699	515165	522634	139242	131773			-39245	31776	-7469	7469
24-06-08	500619	65218	59898	4167	332985	342006	402370	406071	98249	94548			5320	-9021	-3701	3701
01-07-08	516589	71204	53832	9239	336594	353115	417037	416186	99552	100403			17372	-16521	851	-851
08-07-08	536308	74999	52926	10686	348389	354357	434074	417969	102234	118339			22073	-5968	16105	-16105
15-07-08	557329	80235	51679	12493	359635	366467	452363	430639	104966	126690			28556	-6832	21724	-21724
22-07-08	562988	77107	45089	12339	368210	370204	457656	427632	105332	135356			32018	-1994	30024	-30024
29-07-08	566172	70324	46464	11302	376271	372614	457897	430380	108275	135792			23860	3657	27517	-27517
05-08-08	562504	72981	48045	12198	374182	376832	459361	437075	103143	125429			24936	-2650	22286	-22286
12-08-08	572857	73014	49092	13253	380329	385333	466596	447678	106261	125179			23922	-5004	18918	-18918
19-08-08	564126	71077	55320	12624	375294	379228	458995	447172	105131	116954			15757	-3934	11823	-11823
26-08-08	564672	72614	51645	12687	376232	377706	461533	442038	103139	122634			20969	-1474	19495	-19495
02-09-08	564871	73161	52293	11655	379392	392045	464208	455993	100663	108878			20868	-12653	8215	-8215
09-09-08	574631	74692	63158	13725	378275	389913	466692	466796	107939	107835			11534	-11638	-104	104
16-09-08	680491	76539	60248	27179	439882	444080	543600	531507	136891	148984			16291	-4198	12093	-12093
23-09-08	531559	80055	45650	5046	349773	377038	434874	427734	96685	103825			34405	-27265	7140	-7140
30-09-08	571409	84317	43948	2953	380235	404629	467505	451530	103904	119879			40369	-24394	15975	-15975
07-10-08	611313	102308	43410	3959	395374	435722	501641	483091	109672	128222			58898	-40348	18550	-18550
14-10-08	645995	118351	46157	3286	414933	450245	536570	499688	109425	146307			72194	-35312	36882	-36882
21-10-08	649072	125177	58229	3687	426537	467141	555401	529057	93671	120015			66948	-40604	26344	-26344
28-10-08	642724	111933	62780	4109	429966	454482	546008	521371	96716	121353			49153	-24516	24637	-24637
04-11-08	615559	89293	64991	3868	426695	460205	519856	529064	95703	86495			24302	-33510	-9208	9208
11-11-08	625305	91299	67899	4298	438332	470398	533929	542595	91376	82710			23400	-32066	-8666	8666
18-11-08	638485	88512	51332	10129	440621	489333	539262	550794	99223	87691			37180	-48712	-11532	11532
25-11-08	653755	102318	48931	9864	439192	527799	551374	586594	102381	67161			53387	-88607	-35220	35220
02-12-08	650595	92830	43127	10651	437850	531893	541331	585671	109264	64924			49703	-94043	-44340	44340
09-12-08	668998	85970	39651	14236	458970	559430	559176	613317	109822	55681			46319	-100460	-54141	54141
16-12-08	746474	68412	38517	10163	518810	617934	597385	666614	149089	79860			29895	-99124	-69229	69229
22-12-08	479976	43219	21368	4158	326580	389835	373957	415361	106019	64615			21851	-63255	-41404	41404
30-12-08	488604	43905	22749	4283	335444	393497	383632	420529	104972	68075			21156	-58053	-36897	36897
06-01-09	489353	46043	20438	4383	332759	401639	383185	426460	106168	62893			25605	-68880	-43275	43275
13-01-09	506030	41905	33512	5401	353586	416581	400892	455494	105138	50536			8393	-62995	-54602	54602
20-01-09	527652	38971	47131	4866	367878	421642	411715	473639	115937	54013			-8160	-53764	-61924	61924
27-01-09	535393	41242	56460	5044	372081	427478	418367	488982	117026	46411			-15218	-55397	-70615	70615
03-02-09	559974	44188	62527	5363	382099	443992	431650	511882	128324	48092			-18339	-61893	-80232	80232
10-02-09	563985	42323	67365	5376	389948	435957	437647	508698	126338	55287			-25042	-46009	-71051	71051
17-02-09	590149	43615	74030	6155	392175	463932	441945	544117	148204	46032			-30415	-71757	-102172	102172
24-02-09	607052	47206	77432	3780	406362	473224	457348	554436	149704	52616			-30226	-66862	-97088	97088
03-03-09	621547	49463	84705	2163	402183	480194	453809	567062	167738	54485			-35242	-78011	-113253	113253
10-03-09	684211	49478	92241	3281	433355	515526	486114	611048	198097	73163			-42763	-82171	-124934	124934
17-03-09	689508	45060	86762	12681	459473	519222	517214	618665	172294	70843			-41702	-59749	-101451	101451
24-03-09	423477	49199	28241	1780	279660	348542	330639	378563	92838	44914			20958	-68882	-47924	47924
31-03-09	434289	51886	28975	2016	280852	359694	334754	390685	99535	43604			22911	-78842	-55931	55931
07-04-09	431319	50025	29128	1721	282545	357332	334291	388181	97028	43138			20897	-74787	-53890	53890
14-04-09	432096	49194	30643	1664	281697	354230	332555	386537	99541	45559			18551	-72533	-53982	53982
21-04-09	449526	51691	30639	3412	288938	370326	344041	404377	105485	45149			21052	-81388	-60336	60336
28-04-09	452809	52557	32092	3594	283370	367291	339521	402977	113288	49832			20465	-83921	-63456	63456
05-05-09	458390	53887	31332	3785	291946	368891	349618	404008	108772	54382			22555	-76945	-54390	54390
12-05-09	457849	53475	28383	4529	295385	370268	353389	403180	104460	54669			25092	-74883	-49791	49791
19-05-09	474997	49333	31238	5201	308326	383451	362860	419890	112137	55107			18095	-75125	-57030	57030
26-05-09	477442	47217	28998	5286	309853	387398	362356	421682	115086	55760			18219	-77545	-59326	59326
02-06-09	482591	48023	28728	6387	308745	390058	363155	425173	119436	57418			19295	-81313	-62018	62018
09-06-09	498859	49498	30777	11114	310534	392849	371146	434740	127713	64119			18721	-82315	-63594	63594
16-06-09	530674	49854	32576	14243	334949	416602	399046	463421	131628	67253			17278	-81653	-64375	64375
23-06-09	394868	37789	41963	1818	252682	297866	292289	341647	102579	53221			-4174	-45184	-49358	49358
30-06-09	394037	34921	41049	1864	250287	300901	287072	343814	106965	50223			-6128	-50614	-56742	56742
07-07-09	388840	35537	44325	1830	255054	294372	292421	340527	96419	48313			-8788	-39318	-48106	48106
14-07-09	397704	34085	44860	2360	259647	303242	296092	350462	101612	47242			-10775	-43595	-54370	54370
21-07-09	390854	24961	44076	2065	266652	297765	293678	343906	97176	46948			-19115	-31113	-50228	50228
28-07-09	386329	26341	40776	2828	265159	298004	294328	341608	92001	44721			-14435	-32845	-47280	47280
04-08-09	392668	28491	39241	2596	270538	306839	301625	348676	91043	43992			-10750	-36301	-47051	47051
11-08-09	388609	27164	40931	2500	268503	298422	298167	341853	90442	46756			-13767	-29919	-43686	43686
18-08-09	390903	25990	39096	2396	271132	296034	299518	337526	91385	53377			-13106	-24902	-38008	38008
25-08-09	396551	25588	34009	2191	276009	299335	303788	335535	92763	61016			-8421	-23326	-31747	31747
01-09-09	406399	22746	36296	1865	285542	311876	310153	350037	96246	56362			-13550	-26334	-39884	39884
08-09-09	422209	25141	38608	2091	292005	322568	319237	363267	102972	58942			-13467	-30563	-44030	44030
15-09-09	471294	27467	38823	11204	319791	349529	358462	399556	112832	71738			-11356	-29738	-41094	41094
22-09-09	364400	28222	33222	1028	258014	291128	287264	325378	77136	39022			-5000	-33114	-38114	38114
29-09-09	371546	26713	33475	926	255295	295162	282934	329563	88612	41983			-6762	-39867	-46629	46629
06-10-09	382737	24378	38039	1021	246373	297457	271772	336517	110965	46220			-13661	-51084	-64745	64745
13-10-09	383970	27064	35631	1026	248832	303623	276922	340280	107048	43690			-8567	-54791	-63358	63358
20-10-09	390719	29360	36006	943	255921	308960	286224	345909	104495	44810			-6646	-53039	-59685	59685
27-10-09	391672	29314	38082	1144	248927	305397	279385	344623	112287	47049			-8768	-56470	-65238	65238
03-11-09	394923	24845	39195	743	250158	308119	275746	348057	119177	46866			-14350	-57961	-72311	72311
09-11-09	389329	25826	37584	787	244654	306652	271267	345023	118062	44306			-11758	-61998	-73756	73756
17-11-09	398633	29945	35935	787	248563	309181	279295	345903	119338	52730			-5990	-60618	-66608	66608
24-11-09	407392	27672	35885	1265	258196	324219	287133	361369	120259	46023			-8213	-66023	-74236	74236
01-12-09	409566	29299	36814	1215	253920	326957	284434	364986	125132	44580			-7515	-73037	-80552	80552
08-12-09	421508	24415	38455	1479	248027	329183	273921	369117	147587	52391			-14040	-81156	-95196	95196
15-12-09	458269	27297	39010	3987	264024	347851	295308	390848	162961	67421			-11713	-83827	-95540	95540
22-12-09	319530	23182	23676	104	207062	258469	230348	282249	89182	37281			-494	-51407	-51901	51901
29-12-09	324157	31592	23728	123	204537	263789	236252	287640	87905	36517			7864	-59252	-51388	51388
05-01-10	325445	28278	25901	178	207365	258610	235821	284689	89624	40756			2377	-51245	-48868	48868
12-01-10	326146	25149	29765	265	212398	258748	237812	288778	88334	37368			-4616	-46350	-50966	50966
19-01-10	332847	25251	33463	120	216021	261682	241392	295265	91455	37582			-8212	-45661	-53873	53873
26-01-10	343098	25737	49004	877	229561	254473	256175	304354	86923	38744			-23267	-24912	-48179	48179
02-02-10	355994	29808	66848	799	240350	246267	270957	313914	85037	42080			-37040	-5917	-42957	42957
09-02-10	379065	25605	88007	780	253100	244486	279485	333273	99580	45792			-62402	8614	-53788	53788
16-02-10	383927	25532	93440	1839	261779	244460	289150	339739	94777	44188			-67908	17319	-50589	50589
23-02-10	394898	25359	97210	3036	266205	250700	294600	350946	100298	43952			-71851	15505	-56346	56346
02-03-10	396644	25120	95937	4313	262515	253147	291948	353397	104696	43247			-70817	9368	-61449	61449
09-03-10	399521	26653	93897	5345	263310	254884	295308	354126	104213	45395			-67244	8426	-58818	58818
16-03-10	481255	24867	97114	7398	307847	299408	340112	403920	141143	77335			-72247	8439	-63808	63808
23-03-10	309880	23525	29729	317	208848	212900	232690	242946	77190	66934			-6204	-4052	-10256	10256
30-03-10	316580	17803	28740	768	219178	220343	237749	249851	78831	66729			-10937	-1165	-12102	12102
06-04-10	317320	17575	28864	762	217601	224597	235938	254223	81382	63097			-11289	-6996	-18285	18285
13-04-10	320551	15760	29176	999	225312	227377	242071	257552	78480	62999			-13416	-2065	-15481	15481
20-04-10	322306	12714	34597	1861	232350	224193	246925	260651	75381	61655			-21883	8157	-13726	13726
27-04-10	322611	12773	35427	2205	230298	229037	245276	266669	77335	55942			-22654	1261	-21393	21393
04-05-10	325388	15082	42496	2348	228159	226588	245589	271432	79799	53956			-27414	1571	-25843	25843
11-05-10	318228	16865	35970	2614	221543	213862	241022	252446	77206	65782			-19105	7681	-11424	11424
18-05-10	317486	20258	40698	2970	215503	210693	238731	254361	78755	63125			-20440	4810	-15630	15630
25-05-10	328211	23082	36220	4541	223227	219498	250850	260259	77361	67952			-13138	3729	-9409	9409
01-06-10	331651	22841	39145	5982	225047	225924	253870	271051	77781	60600			-16304	-877	-17181	17181
08-06-10	377242	21949	50016	9025	268275	252334	299249	311375	77993	65867			-28067	15941	-12126	12126
15-06-10	447022	23800	35838	10474	306299	303674	340573	349986	106449	97036			-12038	2625	-9413	9413
22-06-10	300643	23095	25856	1036	209845	193334	233976	220226	66667	80417			-2761	16511	13750	-13750
29-06-10	299932	20627	34920	581	210294	187800	231502	223301	68430	76631			-14293	22494	8201	-8201
06-07-10	308396	21613	47987	1007	215359	182524	237979	231518	70417	76878			-26374	32835	6461	-6461
13-07-10	312357	23041	43428	1029	217161	183180	241231	227637	71126	84720			-20387	33981	13594	-13594
20-07-10	307963	18554	49541	1156	214853	186062	234563	236759	73400	71204			-30987	28791	-2196	2196
27-07-10	311996	20220	41650	1098	217404	196286	238722	239034	73274	72962			-21430	21118	-312	312
03-08-10	316750	20031	36738	1125	219884	208129	241040	245992	75710	70758			-16707	11755	-4952	4952
10-08-10	319734	20825	41113	1110	221158	212768	243093	254991	76641	64743			-20288	8390	-11898	11898
17-08-10	319279	21262	49705	1124	222872	202276	245258	253105	74021	66174			-28443	20596	-7847	7847
24-08-10	322706	16962	63442	790	229960	206836	247712	271068	74994	51638			-46480	23124	-23356	23356
31-08-10	329914	17507	73649	825	234110	212546	252442	287020	77472	42894			-56142	21564	-34578	34578
07-09-10	338583	19957	66993	901	227622	217990	248480	285884	90103	52699			-47036	9632	-37404	37404
14-09-10	411806	16874	58420	4423	283088	273987	304385	336830	107421	74976			-41546	9101	-32445	32445
21-09-10	283265	27043	21673	469	183322	196496	210834	218638	72431	64627			5370	-13174	-7804	7804
28-09-10	297270	38060	21277	668	187757	212028	226485	233973	70785	63297			16783	-24271	-7488	7488
05-10-10	301055	43139	20798	710	185809	219211	229658	240719	71397	60336			22341	-33402	-11061	11061
12-10-10	306550	44385	20865	707	188607	224979	233699	246551	72851	59999			23520	-36372	-12852	12852
19-10-10	316147	45374	17636	568	197043	241529	242985	259733	73162	56414			27738	-44486	-16748	16748
26-10-10	330479	53838	19126	483	205157	253633	259478	273242	71001	57237			34712	-48476	-13764	13764
02-11-10	337046	55738	20309	584	212912	269197	269234	290090	67812	46956			35429	-56285	-20856	20856
09-11-10	344010	61989	22634	1013	209523	278488	272525	302135	71485	41875			39355	-68965	-29610	29610
16-11-10	349376	53129	23252	815	214640	285689	268584	309756	80792	39620			29877	-71049	-41172	41172
23-11-10	369603	56436	26822	1904	221549	296375	279889	325101	89714	44502			29614	-74826	-45212	45212
30-11-10	364644	53092	23064	4014	222491	297950	279597	325028	85047	39616			30028	-75459	-45431	45431
07-12-10	384778	62391	21690	8004	222030	310923	292425	340617	92353	44161			40701	-88893	-48192	48192
14-12-10	431240	70735	20464	12561	251578	339474	334874	372499	96366	58741			50271	-87896	-37625	37625
21-12-10	271164	19663	17364	936	172380	214352	192979	232652	78185	38512			2299	-41972	-39673	39673
28-12-10	273812	20190	18278	1699	174298	215835	196187	235812	77625	38000			1912	-41537	-39625	39625
04-01-11	276458	19183	19793	1149	177076	217311	197408	238253	79050	38205			-610	-40235	-40845	40845
11-01-11	286751	19397	21000	850	189865	227758	210112	249608	76639	37143			-1603	-37893	-39496	39496
18-01-11	295588	16259	23797	1069	196669	232790	213997	257656	81591	37932			-7538	-36121	-43659	43659
25-01-11	308010	19988	24018	1365	200006	243672	221359	269055	86651	38955			-4030	-43666	-47696	47696
01-02-11	313529	17325	30006	3524	213403	242995	234252	276525	79277	37004			-12681	-29592	-42273	42273
08-02-11	322993	19592	35953	4305	221137	243804	245034	284062	77959	38931			-16361	-22667	-39028	39028
15-02-11	326026	16132	39248	4959	225349	243898	246440	288105	79586	37921			-23116	-18549	-41665	41665
22-02-11	337177	15632	44892	4004	233447	247876	253083	296772	84094	40405			-29260	-14429	-43689	43689
01-03-11	352098	16672	46079	8844	234396	254945	259912	309868	92186	42230			-29407	-20549	-49956	49956
08-03-11	371968	14660	51056	9478	249642	266951	273780	327485	98188	44483			-36396	-17309	-53705	53705
15-03-11	454544	15006	82619	16700	312573	299621	344279	398940	110265	55604			-67613	12952	-54661	54661
22-03-11	294717	16105	32545	918	182284	210518	199307	243981	95410	50736			-16440	-28234	-44674	44674
29-03-11	295190	13532	32398	512	174539	214039	188583	246949	106607	48241			-18866	-39500	-58366	58366
05-04-11	302356	14627	26194	510	175877	227392	191014	254096	111342	48260			-11567	-51515	-63082	63082
12-04-11	304104	13285	33128	896	177385	222844	191566	256868	112538	47236			-19843	-45459	-65302	65302
19-04-11	318235	13314	36159	991	185040	234743	199345	271893	118890	46342			-22845	-49703	-72548	72548
26-04-11	323070	15925	26824	824	188533	252780	205282	280428	117788	42642			-10899	-64247	-75146	75146
03-05-11	321702	20821	22586	1052	182898	256651	204771	280289	116931	41413			-1765	-73753	-75518	75518
10-05-11	321634	16195	24078	1662	185407	255577	203264	281317	118370	40317			-7883	-70170	-78053	78053
17-05-11	325360	15952	27485	2327	186249	252995	204528	282807	120832	42553			-11533	-66746	-78279	78279
24-05-11	335533	14766	28927	4165	188417	257091	207348	290183	128185	45350			-14161	-68674	-82835	82835
31-05-11	332153	15288	27399	4236	181976	259449	201500	291084	130653	41069			-12111	-77473	-89584	89584
07-06-11	347103	15411	46934	5100	185400	241290	205911	293324	141192	53779			-31523	-55890	-87413	87413
14-06-11	387673	18499	51699	15680	200857	245427	235036	312806	152637	74867			-33200	-44570	-77770	77770
21-06-11	263980	25178	26317	971	168477	196245	194626	223533	69354	40447			-1139	-27768	-28907	28907
28-06-11	264030	19130	26698	1005	173462	202754	193597	230457	70433	33573			-7568	-29292	-36860	36860
05-07-11	269155	22243	27751	1480	176244	204601	199967	233832	69188	35323			-5508	-28357	-33865	33865
12-07-11	275156	22461	27514	1019	177137	207996	200617	236529	74539	38627			-5053	-30859	-35912	35912
19-07-11	272520	22744	26722	1131	171784	210113	195659	237966	76861	34554			-3978	-38329	-42307	42307
26-07-11	286111	27449	27085	1088	174480	222530	203017	250703	83094	35408			364	-48050	-47686	47686
02-08-11	293350	14190	33341	1160	185470	217588	200820	252089	92530	41261			-19151	-32118	-51269	51269
09-08-11	334651	16025	67032	1627	201921	216401	219573	285060	115078	49591			-51007	-14480	-65487	65487
16-08-11	332182	17217	52191	1447	242888	222391	261552	276029	70630	56153			-34974	20497	-14477	14477
23-08-11	374395	18947	77428	2211	284378	240548	305536	320187	68859	54208			-58481	43830	-14651	14651
30-08-11	399825	19861	63115	2172	305368	252542	327401	317829	72424	81996			-43254	52826	9572	-9572
06-09-11	440478	23482	77146	2121	337022	274049	362625	353316	77853	87162			-53664	62973	9309	-9309
13-09-11	504766	27511	83260	4229	391491	318093	423231	405582	81535	99184			-55749	73398	17649	-17649
20-09-11	265258	16106	25876	785	186763	158642	203654	185303	61604	79955			-9770	28121	18351	-18351
27-09-11	285734	22450	33024	635	198403	166703	221488	200362	64246	85372			-10574	31700	21126	-21126
04-10-11	296855	22585	31250	823	201904	180164	225312	212237	71543	84618			-8665	21740	13075	-13075
11-10-11	284462	22628	26301	1013	194391	176170	218032	203484	66430	80978			-3673	18221	14548	-14548
18-10-11	291559	26262	23165	797	198293	185085	225352	209047	66207	82512			3097	13208	16305	-16305
25-10-11	295815	32006	20129	793	196686	198316	229485	219238	66330	76577			11877	-1630	10247	-10247
01-11-11	290124	24556	21196	1248	200029	218201	225833	240645	64291	49479			3360	-18172	-14812	14812
08-11-11	296576	28438	16155	1236	202602	221851	232276	239242	64300	57334			12283	-19249	-6966	6966
15-11-11	305369	30982	18377	1654	203685	220550	236321	240581	69048	64788			12605	-16865	-4260	4260
22-11-11	294476	21425	17669	1420	201823	208412	224668	227501	69808	66975			3756	-6589	-2833	2833
29-11-11	299108	23180	19889	1645	201992	216731	226817	238265	72291	60843			3291	-14739	-11448	11448
06-12-11	323580	31581	20026	1545	203025	246222	236151	267793	87429	55787			11555	-43197	-31642	31642
13-12-11	342167	34596	17876	2496	221959	258858	259051	279230	83116	62937			16720	-36899	-20179	20179
20-12-11	233129	20460	20744	1284	141131	152370	162875	174398	70254	58731			-284	-11239	-11523	11523
27-12-11	242649	29603	22741	1254	146302	160125	177159	184120	65490	58529			6862	-13823	-6961	6961
03-01-12	254612	33092	21673	1222	153655	170014	187969	192909	66643	61703			11419	-16359	-4940	4940
10-01-12	237402	9388	18439	1140	158662	169887	169190	189466	68212	47936			-9051	-11225	-20276	20276
17-01-12	241768	13027	17309	1269	159149	173748	173445	192326	68323	49442			-4282	-14599	-18881	18881
24-01-12	258281	17908	19252	1236	170812	185306	189956	205794	68325	52487			-1344	-14494	-15838	15838
31-01-12	253264	10528	22020	1246	163386	192069	175160	215335	78104	37929			-11492	-28683	-40175	40175
07-02-12	253617	10496	23150	1301	164763	192746	176560	217197	77057	36420			-12654	-27983	-40637	40637
14-02-12	244939	10752	17601	1489	165142	190015	177383	209105	67556	35834			-6849	-24873	-31722	31722
21-02-12	247517	11071	19307	1771	166308	188359	179150	209437	68367	38080			-8236	-22051	-30287	30287
28-02-12	246409	12424	17440	1817	165213	184938	179454	204195	66955	42214			-5016	-19725	-24741	24741
06-03-12	252705	12689	21638	1722	166144	176454	180555	199814	72150	52891			-8949	-10310	-19259	19259
13-03-12	303611	12588	14499	5245	208681	210694	226514	230438	77097	73173			-1911	-2013	-3924	3924
20-03-12	222267	11231	5647	715	151470	153400	163416	159762	58851	62505			5584	-1930	3654	-3654
27-03-12	226179	12674	7782	897	150646	154274	164217	162953	61962	63226			4892	-3628	1264	-1264
03-04-12	225382	12373	6597	1047	150047	158348	163467	165992	61915	59390			5776	-8301	-2525	2525
10-04-12	235498	12142	10050	1055	158518	160114	171715	171219	63783	64279			2092	-1596	496	-496
17-04-12	235260	14515	6639	1569	154044	156297	170128	164505	65132	70755			7876	-2253	5623	-5623
24-04-12	241126	11245	9601	1722	161907	154920	174874	166243	66252	74883			1644	6987	8631	-8631
01-05-12	244810	16121	5538	4040	158768	163734	178929	173312	65881	71498			10583	-4966	5617	-5617
08-05-12	249212	12602	9862	5403	163625	160411	181630	175676	67582	73536			2740	3214	5954	-5954
15-05-12	258319	16030	13113	6615	168461	155780	191106	175508	67213	82811			2917	12681	15598	-15598
22-05-12	273358	13139	12621	6999	183982	161367	204120	180987	69238	92371			518	22615	23133	-23133
29-05-12	273113	11805	9253	7091	186795	159773	205691	176117	67422	96996			2552	27022	29574	-29574
05-06-12	300032	14171	11604	11568	205937	171439	231676	194611	68356	105421			2567	34498	37065	-37065
12-06-12	332202	14269	10953	12960	228887	201849	256116	225762	76086	106440			3316	27038	30354	-30354
19-06-12	222518	6822	7253	7395	143559	137709	157776	152357	64742	70161			-431	5850	5419	-5419
26-06-12	225678	6938	8730	7481	147510	136223	161929	152434	63749	73244			-1792	11287	9495	-9495
03-07-12	227230	10370	4382	5787	145374	140277	161531	150446	65699	76784			5988	5097	11085	-11085
10-07-12	234840	8831	8539	5795	153476	143115	168102	157449	66738	77391			292	10361	10653	-10653
17-07-12	239779	9176	6456	4971	157532	148023	171679	159450	68100	80329			2720	9509	12229	-12229
24-07-12	245444	10772	12618	5379	163395	147881	179546	165878	65898	79566			-1846	15514	13668	-13668
31-07-12	230496	8610	6023	4764	148705	148664	162079	159451	68417	71045			2587	41	2628	-2628
07-08-12	236347	11976	5753	5959	152953	154358	170888	166070	65459	70277			6223	-1405	4818	-4818
14-08-12	236436	9807	7218	7053	153260	155024	170120	169295	66316	67141			2589	-1764	825	-825
21-08-12	235329	8075	8415	5477	152772	153612	166324	167504	69005	67825			-340	-840	-1180	1180
28-08-12	237263	7487	6616	5085	156232	158189	168804	169890	68459	67373			871	-1957	-1086	1086
04-09-12	241669	7828	9823	5197	157958	159430	170983	174450	70686	67219			-1995	-1472	-3467	3467
11-09-12	232738	11231	6625	5322	146778	156534	163331	168481	69407	64257			4606	-9756	-5150	5150
18-09-12	259144	16134	7519	1129	168207	199133	185470	207781	73674	51363			8615	-30926	-22311	22311
25-09-12	188201	7390	7479	262	119665	143648	127317	151389	60884	36812			-89	-23983	-24072	24072
02-10-12	192396	9122	12096	302	123264	144480	132688	156878	59708	35518			-2974	-21216	-24190	24190
